datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2017/01/27 17:26:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.1,0.8,3.973,-60.451,
2017/01/27 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.9,1,4.095,-60.965,
2017/01/27 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0.2,0.5,4.29,-60.411,
2017/01/27 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0.2,0.4,4.298,-60.422,
2017/01/27 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0.2,0.4,4.288,-60.421,
2017/01/27 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,4.3,0.3,4.531,-60.841,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,2.1,0.3,2.708,-60.457,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.6,1,3.082,-60.095,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,1.1,0.5,2.811,-60.577,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,1.2,0.5,2.802,-60.569,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.4,1,3.057,-60.139,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,1.1,0.5,2.812,-60.568,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,2,0.3,2.71,-60.448,
2017/01/25 17:38:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.5,1,3.084,-60.143,
2017/01/25 17:39:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.1,1,3.303,-60.158,
2017/01/25 17:39:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.1,0.6,3.469,-60.289,
2017/02/08 17:51:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.517,-60.674,
2017/02/08 17:51:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.519,-60.661,
2017/02/10 17:39:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0,0.7,3.627,-61.929,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0,1,3.689,-60.878,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.4,0.893,-59.562,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.3,0.545,-60.358,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.2,0.613,-59.759,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.3,0.555,-60.359,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.3,0.547,-60.347,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.4,0.949,-59.477,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.433,-60.531,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,4.073,-60.019,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.78,-60.161,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.629,-60.8,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,4.064,-60.018,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.017,-60.528,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.728,-60.884,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.63,-60.79,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.4,0.695,-60.16,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.6,0.857,-60.111,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.4,0.891,-59.571,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,0.7,2.752,-60.176,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.8,0.855,-60.121,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,0.8,2.745,-60.178,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.1,0.164,-60.589,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,1,2.75,-60.186,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.2,0.028,-60.54,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.2,0.029,-60.534,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.4,0.697,-60.149,
2017/02/12 17:26:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,1,2.744,-60.188,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.642,-60.845,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.7,-60.869,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0,0.9,3.905,-61.633,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0,1,3.913,-61.009,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,4.065,-60.008,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.008,-60.527,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.941,-60.685,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.718,-60.47,
2017/02/12 17:27:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.218,-60.745,
2017/02/21 17:20:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.1,0.7,2.868,-60.135,
2017/02/21 17:20:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.1,0.7,2.866,-60.147,
2017/02/21 17:20:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.2,0.8,2.957,-60.081,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazonia,0,0.4,1,3.172,-60.956,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0.4,0.7,2.735,-60.153,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,1.2,1,2.685,-60.439,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,2,1,2.9,-60.097,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,27.9,0,0.82,-60.419,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,21.1,0,0.895,-60.464,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,0,0.9,1,2.759,-61.013,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.6,1,3.859,-60.852,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,4.248,-61.158,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,29.5,0,0.745,-60.552,
2017/02/19 17:32:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,9.7,0.1,1.029,-60.499,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,1.2,1,3.066,-60.097,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0.5,1,3.507,-61.058,
2017/02/19 17:33:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazonia,0,0.8,1,3.363,-60.716,
